Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,season,round,event_name,session_name,LapTimeSeconds,Sector1TimeSeconds,Sector2TimeSeconds,Sector3TimeSeconds,session_max_rainfall,session_is_dry_by_weather,source_label,session_key,compound_upper,is_wet_compound,is_slick_compound,session_is_dry_final,dry_flag_source,lap_key
0 days 01:09:37.661000,HAM,44,0 days 00:01:25.892000,14.0,5.0,,,0 days 00:00:27.520000,0 days 00:00:34.708000,0 days 00:00:23.664000,0 days 01:08:39.289000,0 days 01:09:13.997000,0 days 01:09:37.661000,313.0,270.0,251.0,320.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,10,British Grand Prix,Q,85.892,27.52,34.708,23.664,,,2018_2022_q_backfill,2018_10_Q,SOFT,False,True,True,compound_inference,2018_r10_Q_HAM_lap14
0 days 01:15:37.373000,HAM,44,0 days 00:01:19.294000,18.0,5.0,,,0 days 00:00:26.521000,0 days 00:00:26.540000,0 days 00:00:26.233000,0 days 01:14:44.600000,0 days 01:15:11.140000,0 days 01:15:37.373000,327.0,337.0,316.0,343.0,True,SUPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,14,Italian Grand Prix,Q,79.294,26.521,26.54,26.233,,,2018_2022_q_backfill,2018_14_Q,SUPERSOFT,False,True,True,compound_inference,2018_r14_Q_HAM_lap18
0 days 01:07:30.810000,HAM,44,0 days 00:01:36.015000,14.0,4.0,,,0 days 00:00:26.263000,0 days 00:00:36.967000,0 days 00:00:32.785000,0 days 01:06:21.058000,0 days 01:06:58.025000,0 days 01:07:30.810000,318.0,279.0,266.0,308.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,15,Singapore Grand Prix,Q,96.015,26.263,36.967,32.785,,,2018_2022_q_backfill,2018_15_Q,HYPERSOFT,False,True,True,compound_inference,2018_r15_Q_HAM_lap14
0 days 01:06:39.320000,HAM,44,0 days 00:01:31.532000,15.0,4.0,,,0 days 00:00:33.215000,0 days 00:00:31.519000,0 days 00:00:26.798000,0 days 01:05:41.003000,0 days 01:06:12.522000,0 days 01:06:39.320000,278.0,328.0,171.0,327.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,16,Russian Grand Prix,Q,91.532,33.215,31.519,26.798,,,2018_2022_q_backfill,2018_16_Q,HYPERSOFT,False,True,True,compound_inference,2018_r16_Q_HAM_lap15
0 days 01:15:19.089000,HAM,44,0 days 00:01:32.237000,18.0,5.0,,,0 days 00:00:24.729000,0 days 00:00:36.845000,0 days 00:00:30.663000,0 days 01:14:11.581000,0 days 01:14:48.426000,0 days 01:15:19.089000,243.0,196.0,208.0,323.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,18,United States Grand Prix,Q,92.237,24.729,36.845,30.663,,,2018_2022_q_backfill,2018_18_Q,ULTRASOFT,False,True,True,compound_inference,2018_r18_Q_HAM_lap18
0 days 01:15:37.958000,HAM,44,0 days 00:01:14.894000,19.0,6.0,,,0 days 00:00:26.867000,0 days 00:00:28.612000,0 days 00:00:19.415000,0 days 01:14:49.931000,0 days 01:15:18.543000,0 days 01:15:37.958000,317.0,292.0,257.0,347.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,19,Mexican Grand Prix,Q,74.894,26.867,28.612,19.415,,,2018_2022_q_backfill,2018_19_Q,HYPERSOFT,False,True,True,compound_inference,2018_r19_Q_HAM_lap19
0 days 01:14:21.165000,HAM,44,0 days 00:01:21.164000,19.0,6.0,,,0 days 00:00:26.698000,0 days 00:00:22.066000,0 days 00:00:32.400000,0 days 01:13:26.699000,0 days 01:13:48.765000,0 days 01:14:21.165000,284.0,293.0,302.0,318.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,1,Australian Grand Prix,Q,81.164,26.698,22.066,32.4,,,2018_2022_q_backfill,2018_1_Q,ULTRASOFT,False,True,True,compound_inference,2018_r01_Q_HAM_lap19
0 days 01:15:40.377000,HAM,44,0 days 00:01:07.281000,16.0,5.0,,,0 days 00:00:17.487000,0 days 00:00:34.122000,0 days 00:00:15.672000,0 days 01:14:50.583000,0 days 01:15:24.705000,0 days 01:15:40.377000,329.0,273.0,328.0,330.0,True,SUPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,20,Brazilian Grand Prix,Q,67.281,17.487,34.122,15.672,,,2018_2022_q_backfill,2018_20_Q,SUPERSOFT,False,True,True,compound_inference,2018_r20_Q_HAM_lap16
0 days 01:15:32.192000,HAM,44,0 days 00:01:34.794000,17.0,5.0,,,0 days 00:00:16.893000,0 days 00:00:40.545000,0 days 00:00:37.356000,0 days 01:14:14.291000,0 days 01:14:54.836000,0 days 01:15:32.192000,293.0,308.0,223.0,320.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,21,Abu Dhabi Grand Prix,Q,94.794,16.893,40.545,37.356,,,2018_2022_q_backfill,2018_21_Q,HYPERSOFT,False,True,True,compound_inference,2018_r21_Q_HAM_lap17
0 days 01:04:57.470000,HAM,44,0 days 00:01:28.220000,12.0,4.0,,,0 days 00:00:28.081000,0 days 00:00:37.990000,0 days 00:00:22.149000,0 days 01:03:57.331000,0 days 01:04:35.321000,0 days 01:04:57.470000,247.0,274.0,294.0,323.0,True,SUPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,2,Bahrain Grand Prix,Q,88.22,28.081,37.99,22.149,,,2018_2022_q_backfill,2018_2_Q,SUPERSOFT,False,True,True,compound_inference,2018_r02_Q_HAM_lap12
0 days 00:56:39.781000,HAM,44,0 days 00:01:31.675000,14.0,4.0,,,0 days 00:00:24.341000,0 days 00:00:27.289000,0 days 00:00:40.045000,0 days 00:55:32.447000,0 days 00:55:59.736000,0 days 00:56:39.781000,278.0,274.0,270.0,326.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,3,Chinese Grand Prix,Q,91.675,24.341,27.289,40.045,,,2018_2022_q_backfill,2018_3_Q,ULTRASOFT,False,True,True,compound_inference,2018_r03_Q_HAM_lap14
0 days 01:04:07.396000,HAM,44,0 days 00:01:41.677000,19.0,5.0,,,0 days 00:00:35.296000,0 days 00:00:41.158000,0 days 00:00:25.223000,0 days 01:03:01.015000,0 days 01:03:42.173000,0 days 01:04:07.396000,225.0,231.0,329.0,316.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,4,Azerbaijan Grand Prix,Q,101.677,35.296,41.158,25.223,,,2018_2022_q_backfill,2018_4_Q,ULTRASOFT,False,True,True,compound_inference,2018_r04_Q_HAM_lap19
0 days 01:03:23.647000,HAM,44,0 days 00:01:16.173000,15.0,5.0,,,0 days 00:00:21.531000,0 days 00:00:28.316000,0 days 00:00:26.326000,0 days 01:02:29.005000,0 days 01:02:57.321000,0 days 01:03:23.647000,293.0,309.0,290.0,320.0,True,SUPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,5,Spanish Grand Prix,Q,76.173,21.531,28.316,26.326,,,2018_2022_q_backfill,2018_5_Q,SUPERSOFT,False,True,True,compound_inference,2018_r05_Q_HAM_lap15
0 days 01:03:53.831000,HAM,44,0 days 00:01:11.232000,21.0,5.0,,,0 days 00:00:18.594000,0 days 00:00:33.446000,0 days 00:00:19.192000,0 days 01:03:01.193000,0 days 01:03:34.639000,0 days 01:03:53.831000,225.0,207.0,272.0,285.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,6,Monaco Grand Prix,Q,71.232,18.594,33.446,19.192,,,2018_2022_q_backfill,2018_6_Q,HYPERSOFT,False,True,True,compound_inference,2018_r06_Q_HAM_lap21
0 days 01:04:18.856000,HAM,44,0 days 00:01:10.996000,20.0,5.0,,,0 days 00:00:19.430000,0 days 00:00:22.697000,0 days 00:00:28.869000,0 days 01:03:27.290000,0 days 01:03:49.987000,0 days 01:04:18.856000,265.0,285.0,297.0,321.0,True,HYPERSOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,7,Canadian Grand Prix,Q,70.996,19.43,22.697,28.869,,,2018_2022_q_backfill,2018_7_Q,HYPERSOFT,False,True,True,compound_inference,2018_r07_Q_HAM_lap20
0 days 01:09:48.960000,HAM,44,0 days 00:01:30.029000,18.0,5.0,,,0 days 00:00:22.276000,0 days 00:00:27.821000,0 days 00:00:39.932000,0 days 01:08:41.207000,0 days 01:09:09.028000,0 days 01:09:48.960000,114.0,286.0,302.0,329.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,8,French Grand Prix,Q,90.029,22.276,27.821,39.932,,,2018_2022_q_backfill,2018_8_Q,ULTRASOFT,False,True,True,compound_inference,2018_r08_Q_HAM_lap18
0 days 01:04:04.283000,HAM,44,0 days 00:01:03.149000,19.0,5.0,,,0 days 00:00:16.025000,0 days 00:00:28.011000,0 days 00:00:19.113000,0 days 01:03:17.159000,0 days 01:03:45.170000,0 days 01:04:04.283000,322.0,253.0,293.0,322.0,True,ULTRASOFT,2.0,True,Mercedes,1.0,,,,False,True,2018,9,Austrian Grand Prix,Q,63.149,16.025,28.011,19.113,,,2018_2022_q_backfill,2018_9_Q,ULTRASOFT,False,True,True,compound_inference,2018_r09_Q_HAM_lap19
0 days 01:15:23.861000,HAM,44,0 days 00:01:25.099000,15.0,5.0,,,0 days 00:00:27.543000,0 days 00:00:34.486000,0 days 00:00:23.070000,0 days 01:14:26.305000,0 days 01:15:00.791000,0 days 01:15:23.861000,310.0,276.0,252.0,328.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,10,British Grand Prix,Q,85.099,27.543,34.486,23.07,,,2018_2022_q_backfill,2019_10_Q,SOFT,False,True,True,compound_inference,2019_r10_Q_HAM_lap15
0 days 01:06:28.333000,HAM,44,0 days 00:01:11.767000,15.0,5.0,,,0 days 00:00:15.411000,0 days 00:00:34.572000,0 days 00:00:21.784000,0 days 01:05:31.977000,0 days 01:06:06.549000,0 days 01:06:28.333000,219.0,266.0,270.0,320.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,11,German Grand Prix,Q,71.767,15.411,34.572,21.784,,,2018_2022_q_backfill,2019_11_Q,SOFT,False,True,True,compound_inference,2019_r11_Q_HAM_lap15
0 days 01:15:48.193000,HAM,44,0 days 00:01:14.769000,20.0,5.0,,,0 days 00:00:27.228000,0 days 00:00:26.488000,0 days 00:00:21.053000,0 days 01:15:00.652000,0 days 01:15:27.140000,0 days 01:15:48.193000,287.0,260.0,256.0,306.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,12,Hungarian Grand Prix,Q,74.769,27.228,26.488,21.053,,,2018_2022_q_backfill,2019_12_Q,SOFT,False,True,True,compound_inference,2019_r12_Q_HAM_lap20
0 days 01:21:08.797000,HAM,44,0 days 00:01:43.282000,14.0,5.0,,,0 days 00:00:30.726000,0 days 00:00:43.970000,0 days 00:00:28.586000,0 days 01:19:56.241000,0 days 01:20:40.211000,0 days 01:21:08.797000,330.0,210.0,228.0,307.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,13,Belgian Grand Prix,Q,103.282,30.726,43.97,28.586,,,2018_2022_q_backfill,2019_13_Q,SOFT,False,True,True,compound_inference,2019_r13_Q_HAM_lap14
0 days 00:25:07.377000,HAM,44,0 days 00:01:20.272000,2.0,1.0,,,0 days 00:00:27.045000,0 days 00:00:26.715000,0 days 00:00:26.512000,0 days 00:24:14.150000,0 days 00:24:40.865000,0 days 00:25:07.377000,317.0,330.0,308.0,338.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,14,Italian Grand Prix,Q,80.272,27.045,26.715,26.512,,,2018_2022_q_backfill,2019_14_Q,SOFT,False,True,True,compound_inference,2019_r14_Q_HAM_lap2
0 days 01:15:50.820000,HAM,44,0 days 00:01:36.408000,17.0,6.0,,,0 days 00:00:26.442000,0 days 00:00:37.132000,0 days 00:00:32.834000,0 days 01:14:40.854000,0 days 01:15:17.986000,0 days 01:15:50.820000,315.0,284.0,264.0,306.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,15,Singapore Grand Prix,Q,96.408,26.442,37.132,32.834,,,2018_2022_q_backfill,2019_15_Q,SOFT,False,True,True,compound_inference,2019_r15_Q_HAM_lap17
0 days 01:21:27.224000,HAM,44,0 days 00:01:32.030000,17.0,6.0,,,0 days 00:00:33.807000,0 days 00:00:31.518000,0 days 00:00:26.705000,0 days 01:20:29.001000,0 days 01:21:00.519000,0 days 01:21:27.224000,271.0,324.0,169.0,318.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,16,Russian Grand Prix,Q,92.03,33.807,31.518,26.705,,,2018_2022_q_backfill,2019_16_Q,SOFT,False,True,True,compound_inference,2019_r16_Q_HAM_lap17
0 days 01:31:56.534000,HAM,44,0 days 00:01:27.302000,19.0,6.0,,,0 days 00:00:30.483000,0 days 00:00:39.524000,0 days 00:00:17.295000,0 days 01:30:59.715000,0 days 01:31:39.239000,0 days 01:31:56.534000,281.0,308.0,272.0,306.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,17,Japanese Grand Prix,Q,87.302,30.483,39.524,17.295,,,2018_2022_q_backfill,2019_17_Q,SOFT,False,True,True,compound_inference,2019_r17_Q_HAM_lap19
0 days 01:15:43.238000,HAM,44,0 days 00:01:15.262000,19.0,5.0,,,0 days 00:00:26.965000,0 days 00:00:28.611000,0 days 00:00:19.686000,0 days 01:14:54.941000,0 days 01:15:23.552000,0 days 01:15:43.238000,319.0,299.0,258.0,347.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,18,Mexican Grand Prix,Q,75.262,26.965,28.611,19.686,,,2018_2022_q_backfill,2019_18_Q,SOFT,False,True,True,compound_inference,2019_r18_Q_HAM_lap19
0 days 01:07:23.903000,HAM,44,0 days 00:01:32.321000,14.0,4.0,,,0 days 00:00:24.652000,0 days 00:00:36.866000,0 days 00:00:30.803000,0 days 01:06:16.234000,0 days 01:06:53.100000,0 days 01:07:23.903000,246.0,197.0,215.0,322.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,19,United States Grand Prix,Q,92.321,24.652,36.866,30.803,,,2018_2022_q_backfill,2019_19_Q,SOFT,False,True,True,compound_inference,2019_r19_Q_HAM_lap14
0 days 01:15:01.877000,HAM,44,0 days 00:01:20.486000,17.0,5.0,,,0 days 00:00:26.613000,0 days 00:00:21.962000,0 days 00:00:31.911000,0 days 01:14:08.004000,0 days 01:14:29.966000,0 days 01:15:01.877000,283.0,286.0,303.0,317.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,1,Australian Grand Prix,Q,80.486,26.613,21.962,31.911,,,2018_2022_q_backfill,2019_1_Q,SOFT,False,True,True,compound_inference,2019_r01_Q_HAM_lap17
0 days 01:15:54.045000,HAM,44,0 days 00:01:07.699000,15.0,5.0,,,0 days 00:00:17.532000,0 days 00:00:34.309000,0 days 00:00:15.858000,0 days 01:15:03.878000,0 days 01:15:38.187000,0 days 01:15:54.045000,325.0,266.0,323.0,325.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,20,Brazilian Grand Prix,Q,67.699,17.532,34.309,15.858,,,2018_2022_q_backfill,2019_20_Q,SOFT,False,True,True,compound_inference,2019_r20_Q_HAM_lap15
0 days 01:16:07.290000,HAM,44,0 days 00:01:34.779000,17.0,5.0,,,0 days 00:00:16.903000,0 days 00:00:40.641000,0 days 00:00:37.235000,0 days 01:14:49.414000,0 days 01:15:30.055000,0 days 01:16:07.290000,288.0,319.0,223.0,321.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,21,Abu Dhabi Grand Prix,Q,94.779,16.903,40.641,37.235,,,2018_2022_q_backfill,2019_21_Q,SOFT,False,True,True,compound_inference,2019_r21_Q_HAM_lap17
0 days 01:07:44.693000,HAM,44,0 days 00:01:28.190000,11.0,3.0,,,0 days 00:00:27.946000,0 days 00:00:38.137000,0 days 00:00:22.107000,0 days 01:06:44.449000,0 days 01:07:22.586000,0 days 01:07:44.693000,248.0,269.0,292.0,321.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,2,Bahrain Grand Prix,Q,88.19,27.946,38.137,22.107,,,2018_2022_q_backfill,2019_2_Q,SOFT,False,True,True,compound_inference,2019_r02_Q_HAM_lap11
0 days 01:08:08.797000,HAM,44,0 days 00:01:31.570000,11.0,4.0,,,0 days 00:00:24.119000,0 days 00:00:27.211000,0 days 00:00:40.240000,0 days 01:07:01.346000,0 days 01:07:28.557000,0 days 01:08:08.797000,285.0,277.0,271.0,319.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,3,Chinese Grand Prix,Q,91.57,24.119,27.211,40.24,,,2018_2022_q_backfill,2019_3_Q,SOFT,False,True,True,compound_inference,2019_r03_Q_HAM_lap11
0 days 02:08:35.089000,HAM,44,0 days 00:01:40.554000,20.0,5.0,,,0 days 00:00:35.603000,0 days 00:00:40.253000,0 days 00:00:24.698000,0 days 02:07:30.138000,0 days 02:08:10.391000,0 days 02:08:35.089000,225.0,240.0,330.0,315.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,4,Azerbaijan Grand Prix,Q,100.554,35.603,40.253,24.698,,,2018_2022_q_backfill,2019_4_Q,SOFT,False,True,True,compound_inference,2019_r04_Q_HAM_lap20
0 days 00:44:45.356000,HAM,44,0 days 00:01:16.038000,8.0,2.0,,,0 days 00:00:21.646000,0 days 00:00:28.280000,0 days 00:00:26.112000,0 days 00:43:50.964000,0 days 00:44:19.244000,0 days 00:44:45.356000,287.0,306.0,284.0,314.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,5,Spanish Grand Prix,Q,76.038,21.646,28.28,26.112,,,2018_2022_q_backfill,2019_5_Q,SOFT,False,True,True,compound_inference,2019_r05_Q_HAM_lap8
0 days 01:14:42.570000,HAM,44,0 days 00:01:10.166000,27.0,5.0,,,0 days 00:00:18.280000,0 days 00:00:33.096000,0 days 00:00:18.790000,0 days 01:13:50.684000,0 days 01:14:23.780000,0 days 01:14:42.570000,227.0,211.0,273.0,283.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,6,Monaco Grand Prix,Q,70.166,18.28,33.096,18.79,,,2018_2022_q_backfill,2019_6_Q,SOFT,False,True,True,compound_inference,2019_r06_Q_HAM_lap27
0 days 01:32:17.090000,HAM,44,0 days 00:01:10.446000,20.0,6.0,,,0 days 00:00:19.323000,0 days 00:00:22.369000,0 days 00:00:28.754000,0 days 01:31:25.967000,0 days 01:31:48.336000,0 days 01:32:17.090000,266.0,287.0,299.0,323.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,7,Canadian Grand Prix,Q,70.446,19.323,22.369,28.754,,,2018_2022_q_backfill,2019_7_Q,SOFT,False,True,True,compound_inference,2019_r07_Q_HAM_lap20
0 days 01:15:13.267000,HAM,44,0 days 00:01:28.319000,19.0,5.0,,,0 days 00:00:21.977000,0 days 00:00:27.300000,0 days 00:00:39.042000,0 days 01:14:06.925000,0 days 01:14:34.225000,0 days 01:15:13.267000,127.0,290.0,296.0,338.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,8,French Grand Prix,Q,88.319,21.977,27.3,39.042,,,2018_2022_q_backfill,2019_8_Q,SOFT,False,True,True,compound_inference,2019_r08_Q_HAM_lap19
0 days 01:15:41.693000,HAM,44,0 days 00:01:03.262000,25.0,6.0,,,0 days 00:00:16.071000,0 days 00:00:28.104000,0 days 00:00:19.087000,0 days 01:14:54.502000,0 days 01:15:22.606000,0 days 01:15:41.693000,323.0,252.0,291.0,319.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2019,9,Austrian Grand Prix,Q,63.262,16.071,28.104,19.087,,,2018_2022_q_backfill,2019_9_Q,SOFT,False,True,True,compound_inference,2019_r09_Q_HAM_lap25
0 days 01:25:39.990000,HAM,44,0 days 00:01:31.304000,18.0,6.0,,,0 days 00:00:33.361000,0 days 00:00:31.399000,0 days 00:00:26.544000,0 days 01:24:42.047000,0 days 01:25:13.446000,0 days 01:25:39.990000,281.0,324.0,167.0,332.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,10,Russian Grand Prix,Q,91.304,33.361,31.399,26.544,,,2018_2022_q_backfill,2020_10_Q,SOFT,False,True,True,compound_inference,2020_r10_Q_HAM_lap18
0 days 00:48:42.072000,HAM,44,0 days 00:01:25.390000,11.0,3.0,,,0 days 00:00:27.829000,0 days 00:00:35.659000,0 days 00:00:21.902000,0 days 00:47:44.511000,0 days 00:48:20.170000,0 days 00:48:42.072000,271.0,242.0,261.0,315.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,11,Eifel Grand Prix,Q,85.39,27.829,35.659,21.902,,,2018_2022_q_backfill,2020_11_Q,SOFT,False,True,True,compound_inference,2020_r11_Q_HAM_lap11
0 days 01:46:01.936000,HAM,44,0 days 00:01:16.652000,20.0,5.0,,,0 days 00:00:22.266000,0 days 00:00:29.292000,0 days 00:00:25.094000,0 days 01:45:07.550000,0 days 01:45:36.842000,0 days 01:46:01.936000,278.0,198.0,305.0,320.0,True,MEDIUM,4.0,True,Mercedes,1.0,,,,False,True,2020,12,Portuguese Grand Prix,Q,76.652,22.266,29.292,25.094,,,2018_2022_q_backfill,2020_12_Q,MEDIUM,False,True,True,compound_inference,2020_r12_Q_HAM_lap20
0 days 01:14:57.087000,HAM,44,0 days 00:01:13.706000,21.0,6.0,,,0 days 00:00:23.488000,0 days 00:00:25.535000,0 days 00:00:24.683000,0 days 01:14:06.869000,0 days 01:14:32.404000,0 days 01:14:57.087000,236.0,264.0,285.0,297.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,13,Emilia Romagna Grand Prix,Q,73.706,23.488,25.535,24.683,,,2018_2022_q_backfill,2020_13_Q,SOFT,False,True,True,compound_inference,2020_r13_Q_HAM_lap21
0 days 01:22:38.737000,HAM,44,0 days 00:01:27.264000,15.0,6.0,,,0 days 00:00:27.669000,0 days 00:00:37.742000,0 days 00:00:21.853000,0 days 01:21:39.142000,0 days 01:22:16.884000,0 days 01:22:38.737000,248.0,272.0,292.0,318.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,15,Bahrain Grand Prix,Q,87.264,27.669,37.742,21.853,,,2018_2022_q_backfill,2020_15_Q,SOFT,False,True,True,compound_inference,2020_r15_Q_HAM_lap15
0 days 01:14:55.931000,HAM,44,0 days 00:01:35.332000,19.0,6.0,,,0 days 00:00:16.984000,0 days 00:00:40.757000,0 days 00:00:37.591000,0 days 01:13:37.583000,0 days 01:14:18.340000,0 days 01:14:55.931000,287.0,316.0,226.0,321.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,17,Abu Dhabi Grand Prix,Q,95.332,16.984,40.757,37.591,,,2018_2022_q_backfill,2020_17_Q,SOFT,False,True,True,compound_inference,2020_r17_Q_HAM_lap19
0 days 01:05:11.127000,HAM,44,0 days 00:01:03.061000,16.0,5.0,,,0 days 00:00:15.898000,0 days 00:00:28.114000,0 days 00:00:19.049000,0 days 01:04:23.964000,0 days 01:04:52.078000,0 days 01:05:11.127000,321.0,250.0,291.0,321.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,1,Austrian Grand Prix,Q,63.061,15.898,28.114,19.049,,,2018_2022_q_backfill,2020_1_Q,SOFT,False,True,True,compound_inference,2020_r01_Q_HAM_lap16
0 days 01:14:59.409000,HAM,44,0 days 00:01:13.447000,21.0,6.0,,,0 days 00:00:26.958000,0 days 00:00:25.758000,0 days 00:00:20.731000,0 days 01:14:12.920000,0 days 01:14:38.678000,0 days 01:14:59.409000,284.0,262.0,265.0,306.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,3,Hungarian Grand Prix,Q,73.447,26.958,25.758,20.731,,,2018_2022_q_backfill,2020_3_Q,SOFT,False,True,True,compound_inference,2020_r03_Q_HAM_lap21
0 days 01:22:46.557000,HAM,44,0 days 00:01:24.303000,21.0,7.0,,,0 days 00:00:27.227000,0 days 00:00:33.896000,0 days 00:00:23.180000,0 days 01:21:49.481000,0 days 01:22:23.377000,0 days 01:22:46.557000,316.0,269.0,258.0,315.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,4,British Grand Prix,Q,84.303,27.227,33.896,23.18,,,2018_2022_q_backfill,2020_4_Q,SOFT,False,True,True,compound_inference,2020_r04_Q_HAM_lap21
0 days 01:14:45.244000,HAM,44,0 days 00:01:25.217000,19.0,6.0,,,0 days 00:00:27.334000,0 days 00:00:34.548000,0 days 00:00:23.335000,0 days 01:13:47.361000,0 days 01:14:21.909000,0 days 01:14:45.244000,317.0,278.0,250.0,328.0,True,MEDIUM,2.0,True,Mercedes,1.0,,,,False,True,2020,5,70th Anniversary Grand Prix,Q,85.217,27.334,34.548,23.335,,,2018_2022_q_backfill,2020_5_Q,MEDIUM,False,True,True,compound_inference,2020_r05_Q_HAM_lap19
0 days 01:07:19.300000,HAM,44,0 days 00:01:15.584000,11.0,4.0,,,0 days 00:00:21.393000,0 days 00:00:27.959000,0 days 00:00:26.232000,0 days 01:06:25.109000,0 days 01:06:53.068000,0 days 01:07:19.300000,292.0,310.0,286.0,317.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,6,Spanish Grand Prix,Q,75.584,21.393,27.959,26.232,,,2018_2022_q_backfill,2020_6_Q,SOFT,False,True,True,compound_inference,2020_r06_Q_HAM_lap11
0 days 01:14:58.048000,HAM,44,0 days 00:01:41.252000,14.0,5.0,,,0 days 00:00:30.421000,0 days 00:00:42.466000,0 days 00:00:28.365000,0 days 01:13:47.217000,0 days 01:14:29.683000,0 days 01:14:58.048000,325.0,220.0,228.0,305.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,7,Belgian Grand Prix,Q,101.252,30.421,42.466,28.365,,,2018_2022_q_backfill,2020_7_Q,SOFT,False,True,True,compound_inference,2020_r07_Q_HAM_lap14
0 days 01:12:47.838000,HAM,44,0 days 00:01:18.887000,17.0,6.0,,,0 days 00:00:26.618000,0 days 00:00:26.180000,0 days 00:00:26.089000,0 days 01:11:55.569000,0 days 01:12:21.749000,0 days 01:12:47.838000,325.0,329.0,315.0,338.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,8,Italian Grand Prix,Q,78.887,26.618,26.18,26.089,,,2018_2022_q_backfill,2020_8_Q,SOFT,False,True,True,compound_inference,2020_r08_Q_HAM_lap17
0 days 01:06:32.483000,HAM,44,0 days 00:01:15.144000,10.0,4.0,,,0 days 00:00:26.881000,0 days 00:00:20.658000,0 days 00:00:27.605000,0 days 01:05:44.220000,0 days 01:06:04.878000,0 days 01:06:32.483000,281.0,258.0,297.0,309.0,True,SOFT,2.0,True,Mercedes,1.0,,,,False,True,2020,9,Tuscan Grand Prix,Q,75.144,26.881,20.658,27.605,,,2018_2022_q_backfill,2020_9_Q,SOFT,False,True,True,compound_inference,2020_r09_Q_HAM_lap10
